Date/Time,100m_N Avg [m/s],100m_S Avg [m/s],80m Avg [m/s],50m Avg [m/s],20m Avg [m/s],10m Avg [m/s],Pressure 5m [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m
08-04-2019 16:40,10.792,10.886,10.154,9.474,8.595,8.034,1002.5,246.1,240.5,234.8,28.2,78.5
08-04-2019 16:50,11.574,11.631,10.919,9.726,8.256,7.576,1002.3,251.7,246.1,240.5,28.5,77.4
08-04-2019 17:00,11.447,11.543,10.904,10.16,9.227,8.527,1002.2,248.9,243.3,240.5,28.5,77
08-04-2019 17:10,10.809,10.864,9.862,8.668,7.41,7.027,1002.3,253.1,247.5,243.3,28.6,76.3
08-04-2019 17:20,11.106,11.146,10.071,8.508,6.715,6.155,1002.3,255.9,251.7,247.5,29,73.7
08-04-2019 17:30,11.324,11.371,10.198,9.047,7.745,7.025,1002.3,257.3,250.3,247.5,29.2,72.1
08-04-2019 17:40,11.498,11.531,10.404,8.582,7.413,6.567,1002.3,261.6,253.1,247.5,28.8,73.6
08-04-2019 17:50,11.27,11.286,10.679,8.883,7.361,6.63,1002.3,261.6,253.1,246.1,28.7,74.5
08-04-2019 18:00,11.3,11.325,10.676,8.611,6.973,6.375,1002.4,263,255.9,247.5,28.5,75.4
08-04-2019 18:10,11.295,11.322,11.275,9.236,7.012,6.145,1002.3,258.8,253.1,246.1,28.5,75.3
08-04-2019 18:20,11.255,11.293,11.353,9.221,6.862,6.045,1002.3,257.3,251.7,246.1,28.6,74.1
08-04-2019 18:30,11.439,11.462,11.4,9.305,6.983,6.228,1002.5,258.8,251.7,243.3,28.5,75
08-04-2019 18:40,11.268,11.276,10.917,9.425,7.002,6.157,1002.5,261.6,254.5,244.7,28.2,75.8
08-04-2019 18:50,11.248,11.256,10.855,9.214,6.857,6.074,1002.6,264.4,257.3,247.5,28.1,76.5
08-04-2019 19:00,11.324,11.308,10.958,8.655,6.56,5.885,1002.7,267.2,260.2,248.9,28,77
08-04-2019 19:10,11.312,11.293,11.042,8.425,5.722,4.878,1002.8,270,263,251.7,28,76.5
08-04-2019 19:20,11.471,11.44,11.211,8.883,5.427,4.482,1002.9,272.8,265.8,255.9,28.1,75.3
08-04-2019 19:30,11.772,11.749,11.093,9.145,5.53,4.516,1003,274.2,265.8,258.8,28.5,71.5
08-04-2019 19:40,11.567,11.518,10.784,8.589,5.279,4.312,1003.2,274.2,265.8,257.3,28.7,69.7
08-04-2019 19:50,11.282,11.254,10.372,8.08,5.033,4.168,1003.3,274.2,265.8,254.5,28.7,69.7
08-04-2019 20:00,10.937,10.918,9.847,7.911,5.215,4.354,1003.4,270,263,253.1,28.5,72
08-04-2019 20:10,11.175,11.19,10.159,8.065,5.572,4.67,1003.6,271.4,263,253.1,28.1,75.4
08-04-2019 20:20,11.415,11.398,10.348,8.028,5.078,4.305,1003.8,274.2,265.8,255.9,27.9,76
08-04-2019 20:30,10.905,10.864,9.609,7.489,4.601,3.707,1003.9,275.6,267.2,258.8,27.9,74.2
08-04-2019 20:40,10.508,10.46,9.381,7.149,4.47,3.595,1004,277,268.6,260.2,28,70.8
08-04-2019 20:50,10.55,10.523,9.494,7.516,4.846,4.018,1004,278.4,270,264.4,28.2,62.7
08-04-2019 21:00,10.258,10.188,9.381,7.472,5.031,4.09,1004,281.3,272.8,267.2,28.6,56.4
08-04-2019 21:10,10.035,9.967,8.974,7.127,4.669,3.744,1004.2,282.7,274.2,267.2,28.7,53.2
08-04-2019 21:20,9.491,9.408,8.447,6.622,4.406,3.553,1004.3,286.9,279.8,272.8,28.7,51.9
08-04-2019 21:30,10.067,9.967,8.856,6.926,4.652,3.793,1004.4,285.5,277,271.4,28.6,52
08-04-2019 21:40,10.182,10.129,8.932,7.002,4.665,3.835,1004.5,282.7,272.8,264.4,28.5,52.6
08-04-2019 21:50,9.78,9.72,8.66,6.82,4.367,3.426,1004.6,285.5,274.2,267.2,28.3,53.1
08-04-2019 22:00,9.711,9.617,8.655,6.879,4.551,3.683,1004.7,289.7,278.4,270,28.1,53.7
08-04-2019 22:10,9.474,9.406,8.484,6.607,4.406,3.531,1004.8,288.3,275.6,267.2,28,54.3
08-04-2019 22:20,9.564,9.484,8.717,6.857,4.829,3.869,1004.8,284.1,272.8,263,27.9,54.8
08-04-2019 22:30,9.77,9.695,9.023,7.131,4.679,3.852,1004.9,284.1,271.4,263,27.6,55.1
08-04-2019 22:40,9.876,9.791,9.116,7.171,4.795,3.952,1005,285.5,274.2,261.6,27.5,55.5
08-04-2019 22:50,10.505,10.421,9.511,7.592,4.964,4.053,1005,288.3,278.4,264.4,27.4,55.8
08-04-2019 23:00,10.17,10.082,9.489,7.423,4.79,3.938,1005,288.3,278.4,263,27.1,55.8
08-04-2019 23:10,10.133,10.041,9.222,7.193,4.662,3.7,1005,289.7,279.8,264.4,27,56.2
08-04-2019 23:20,10.155,10.06,9.497,7.511,4.8,3.769,1004.8,291.1,281.3,264.4,26.6,56.9
08-04-2019 23:30,10.067,9.987,9.543,7.614,4.706,3.793,1004.8,289.7,281.3,264.4,26.4,57.7
08-04-2019 23:40,9.91,9.84,9.195,7.166,4.556,3.602,1004.8,288.3,278.4,263,26.3,58.5
08-04-2019 23:50,9.736,9.661,9.053,6.818,4.318,3.372,1004.8,289.7,279.8,264.4,26,60.1
09-04-2019 00:00,9.398,9.328,8.81,6.568,3.966,3.168,1004.8,288.3,277,263,25.9,61.2
09-04-2019 00:10,9.449,9.389,8.565,6.137,3.775,3.031,1004.8,288.3,275.6,263,25.8,61.6
09-04-2019 00:20,9.591,9.516,8.685,6.22,3.871,3.034,1004.7,288.3,275.6,261.6,25.4,63.1
09-04-2019 00:30,9.488,9.413,8.555,6.105,3.649,2.786,1004.7,286.9,274.2,260.2,25.2,64.2
09-04-2019 00:40,9.278,9.203,8.363,5.745,3.48,2.619,1004.7,288.3,275.6,263,25.1,64.9
09-04-2019 00:50,9.27,9.198,8.133,5.62,3.502,2.646,1004.5,289.7,279.8,264.4,24.9,65.2
09-04-2019 01:00,9.805,9.729,8.422,6.154,3.853,2.882,1004.4,292.5,282.7,271.4,24.8,65.4
09-04-2019 01:10,9.518,9.445,8.309,5.882,3.679,2.722,1004.4,293.9,284.1,275.6,24.7,66.3
09-04-2019 01:20,9.278,9.185,8.408,6.056,3.703,2.923,1004.4,296.7,289.7,279.8,24.7,66.5
09-04-2019 01:30,9.773,9.661,8.989,6.394,4.006,3.139,1004.4,298.1,292.5,279.8,24.7,66.5
09-04-2019 01:40,8.922,8.82,8.932,6.22,3.753,2.962,1004.5,299.5,292.5,281.3,24.6,67.4
09-04-2019 01:50,8.199,8.102,7.907,5.228,3.123,2.301,1004.5,302.3,295.3,286.9,24.3,68.2
09-04-2019 02:00,8.062,7.945,7.35,5.529,3.662,2.83,1004.5,305.2,298.1,292.5,24.1,69.2
09-04-2019 02:10,7.756,7.637,7.309,6.389,4.21,3.23,1004.4,309.4,302.3,291.1,24.1,68
09-04-2019 02:20,7.704,7.588,7.144,6.391,3.903,2.828,1004.3,312.2,305.2,291.1,24,67.6
09-04-2019 02:30,6.888,6.776,7.402,6.784,4.143,3.058,1004.3,313.6,302.3,289.7,23.8,67
09-04-2019 02:40,5.391,5.296,6.512,6.367,3.895,2.72,1004.2,320.6,306.6,291.1,23.7,65.8
09-04-2019 02:50,4.153,4.073,5.177,6.051,4.03,2.948,1004.2,324.8,309.4,291.1,23.6,66.2
09-04-2019 03:00,3.288,3.233,4.206,5.784,4.193,3.043,1004,330.5,315,291.1,23.5,64.9
09-04-2019 03:10,2.823,2.787,3.777,5.762,4.783,3.58,1004,330.5,310.8,288.3,23.6,63.5
09-04-2019 03:20,2.771,2.73,3.691,5.872,5.053,3.729,1004,329.1,308,286.9,23.5,63.1
09-04-2019 03:30,2.475,2.444,3.269,5.416,4.878,3.639,1004,341.7,315,288.3,23.6,63.1
09-04-2019 03:40,2.46,2.419,2.913,5.166,4.569,3.455,1004,345.9,313.6,286.9,23.5,64.6
09-04-2019 03:50,2.041,2.025,2.58,4.99,4.438,3.372,1004,338.9,306.6,285.5,23.2,65.4
09-04-2019 04:00,1.896,1.88,2.616,5.233,4.532,3.403,1004,327.7,295.3,281.3,23.1,67.5
09-04-2019 04:10,1.83,1.833,2.876,5.492,3.765,2.737,1004,312.2,289.7,277,22.9,71.5
09-04-2019 04:20,1.94,1.944,3.063,5.304,2.693,1.752,1004.2,309.4,292.5,278.4,22.6,73.6
09-04-2019 04:30,1.742,1.757,3.011,5.103,2.929,2.191,1004.2,312.2,291.1,277,22.5,76.4
09-04-2019 04:40,1.891,1.882,3.119,4.985,2.728,1.955,1004.2,306.6,291.1,274.2,22.4,80.4
09-04-2019 04:50,1.423,1.409,2.408,4.907,3.499,2.617,1004.3,317.8,291.1,275.6,22.2,83.4
09-04-2019 05:00,1.396,1.417,2.168,4.718,4.109,3.114,1004.3,308,288.3,277,22.2,84.5
09-04-2019 05:10,0.975,1.008,1.927,4.667,4.092,3.058,1004.4,303.8,284.1,274.2,22.1,84.2
09-04-2019 05:20,0.801,0.824,1.89,4.588,3.713,2.671,1004.5,281.3,274.2,275.6,22.1,84.2
09-04-2019 05:30,0.855,0.863,2.03,4.664,3.539,2.583,1004.5,253.1,265.8,268.6,22.1,84.5
09-04-2019 05:40,0.791,0.814,1.964,4.458,3.512,2.519,1004.6,239.1,261.6,268.6,22.1,84.5
09-04-2019 05:50,1.132,1.182,2.467,4.475,2.578,1.492,1004.8,260.2,274.2,268.6,22.1,84.8
09-04-2019 06:00,1.519,1.495,2.81,4.804,2.868,1.799,1004.9,267.2,275.6,268.6,21.9,85.7
09-04-2019 06:10,2.073,2.086,3.198,5.272,3.249,2.205,1005,270,278.4,265.8,21.9,86.3
09-04-2019 06:20,2.222,2.23,3.654,5.235,2.941,1.853,1005.1,281.3,281.3,268.6,21.8,86.5
09-04-2019 06:30,2.788,2.801,4.272,5.6,3.327,2.166,1005.1,279.8,272.8,267.2,21.8,87.5
09-04-2019 06:40,3.538,3.532,4.858,5.654,3.281,2.455,1005.3,282.7,267.2,268.6,21.9,88.3
09-04-2019 06:50,2.852,2.86,4.25,5.708,3.536,2.556,1005.4,282.7,279.8,272.8,22,89.1
09-04-2019 07:00,2.744,2.765,4.189,5.5,3.187,2.382,1005.4,281.3,279.8,274.2,22,89.5
09-04-2019 07:10,3.058,3.083,4.701,5.936,3.529,2.509,1005.5,278.4,278.4,271.4,22.1,89.6
09-04-2019 07:20,3.403,3.407,5.165,5.968,3.47,2.683,1005.7,281.3,278.4,275.6,22.4,89.7
09-04-2019 07:30,3.269,3.267,5.099,5.237,3.349,2.913,1005.8,291.1,285.5,284.1,22.9,89
09-04-2019 07:40,3.678,3.669,5.253,4.843,3.48,3.036,1005.9,293.9,288.3,288.3,23.2,88.5
09-04-2019 07:50,3.281,3.282,5.013,5.245,3.903,3.506,1006,299.5,292.5,289.7,23.5,87.5
09-04-2019 08:00,4.188,4.154,5.258,4.061,3.18,2.994,1006.2,306.6,298.1,299.5,23.7,86.4
09-04-2019 08:10,3.997,3.948,5.165,3.914,3.322,3.168,1006.2,308,300.9,296.7,24.3,83.1
09-04-2019 08:20,3.842,3.784,5.091,4.716,3.952,3.739,1006.4,313.6,303.8,300.9,24.6,77.4
09-04-2019 08:30,2.632,2.603,3.88,3.799,3.263,3.181,1006.6,322,305.2,309.4,25.2,70.3
09-04-2019 08:40,2.127,2.098,3.215,2.503,2.492,2.492,1006.8,317.8,302.3,308,26.2,64.6
09-04-2019 08:50,2.024,2.02,2.803,2.172,2.317,2.34,1006.9,324.8,299.5,300.9,27,59.4
09-04-2019 09:00,1.764,1.777,2.087,2.187,2.007,2.068,1006.9,317.8,286.9,282.7,27.7,55.2
09-04-2019 09:10,1.32,1.333,1.518,1.464,1.459,1.529,1007,271.4,251.7,246.1,28.5,52.6
09-04-2019 09:20,1.242,1.201,1.26,1.383,1.42,1.502,1007.2,260.2,251.7,233.4,29.2,51.3
09-04-2019 09:30,1.203,1.231,1.341,1.393,1.454,1.404,1007.3,270,244.7,230.6,29.3,51.9
09-04-2019 09:40,1.242,1.248,1.079,1.153,1.167,1.078,1007.4,300.9,285.5,268.6,30.1,51
09-04-2019 09:50,1.634,1.62,1.66,1.753,1.911,1.902,1007.5,312.2,291.1,268.6,30.5,49.4
09-04-2019 10:00,1.833,1.816,1.613,1.383,2.069,2.286,1007.5,308,291.1,240.5,30.2,52.6
09-04-2019 10:10,1.688,1.669,1.79,2.207,2.828,2.997,1007.5,263,241.9,216.6,29.7,58.1
09-04-2019 10:20,1.727,1.833,1.768,2.743,3.141,3.129,1007.6,296.7,263,209.5,29.2,62.1
09-04-2019 10:30,1.747,1.787,2.052,3.221,3.539,3.43,1007.5,279.8,232,202.5,28.7,64.2
09-04-2019 10:40,1.989,1.995,2.572,3.586,3.846,3.742,1007.4,251.7,215.2,198.3,28.6,65.6
09-04-2019 10:50,3.232,3.296,3.571,3.814,3.863,3.795,1007.4,205.3,196.9,189.8,28.3,65.7
09-04-2019 11:00,3.604,3.676,3.838,3.946,4.008,3.874,1007.4,199.7,192.7,188.4,28.5,63.6
09-04-2019 11:10,3.957,4.054,4.196,4.282,4.32,4.278,1007.4,194.1,187,184.2,28.6,60.3
09-04-2019 11:20,4.67,4.625,4.78,4.784,4.891,4.734,1007.4,182.8,178.6,177.2,28.8,60.3
09-04-2019 11:30,4.742,4.612,4.944,5.034,5.068,4.903,1007.4,181.4,177.2,177.2,28.6,66.2
09-04-2019 11:40,4.651,4.718,4.959,5.269,5.323,5.403,1007.3,185.6,181.4,180,28.5,57.4
09-04-2019 11:50,5.011,5.12,5.324,5.6,5.697,5.371,1007.2,189.8,184.2,184.2,28.8,61.5
09-04-2019 12:00,5.54,5.642,5.913,6.183,6.275,6.01,1007.1,187,182.8,189.8,28.3,66.7
09-04-2019 12:10,6.496,6.632,6.543,6.335,6.434,6.214,1007.1,191.3,195.5,196.9,28.1,71.8
09-04-2019 12:20,6.354,6.472,6.249,5.98,5.594,5.302,1007,189.8,192.7,195.5,28.5,71.9
09-04-2019 12:30,6.305,6.416,6.112,6.026,5.903,5.611,1006.9,194.1,195.5,198.3,28.6,70.2
09-04-2019 12:40,6.513,6.654,6.656,6.585,6.614,6.405,1006.8,194.1,195.5,201.1,28.3,68.7
09-04-2019 12:50,7.057,7.198,6.897,6.852,6.597,6.27,1006.7,199.7,202.5,203.9,28.3,73.9
09-04-2019 13:00,7.035,7.166,6.892,6.788,7.002,6.471,1006.6,201.1,201.1,202.5,28.2,75.2
09-04-2019 13:10,7.16,7.291,7.058,7.07,6.808,6.255,1006.6,198.3,198.3,199.7,28.2,77.8
09-04-2019 13:20,7.288,7.411,7.127,7.085,6.668,6.116,1006.5,206.7,203.9,203.9,28.1,79.5
09-04-2019 13:30,7.548,7.651,7.522,7.428,7.061,6.412,1006.3,209.5,208.1,208.1,28.2,78.6
09-04-2019 13:40,7.903,8.048,7.814,7.675,7.427,6.932,1006.3,212.3,209.5,208.1,27.9,80.6
09-04-2019 13:50,8.359,8.507,8.255,8.009,7.836,7.196,1006.2,216.6,213.8,210.9,27.7,81.5
09-04-2019 14:00,8.386,8.534,8.385,8.158,7.703,7.03,1006.1,216.6,212.3,210.9,27.9,81.4
09-04-2019 14:10,8.658,8.81,8.582,8.352,7.919,7.221,1005.9,215.2,212.3,210.9,27.7,81.8
09-04-2019 14:20,8.954,9.107,8.839,8.56,8.217,7.718,1005.7,216.6,213.8,212.3,27.6,82.6
09-04-2019 14:30,9.295,9.462,9.175,8.922,8.502,7.517,1005.6,220.8,216.6,213.8,27.4,83.4
09-04-2019 14:40,9.501,9.622,9.291,8.918,8.504,7.537,1005.5,223.6,219.4,216.6,27.5,83.6
09-04-2019 14:50,9.971,10.073,9.509,8.778,8.423,7.662,1005.3,226.4,222.2,219.4,27.6,83.6
09-04-2019 15:00,10.045,10.183,9.597,9.099,8.3,7.412,1005.3,225,220.8,219.4,27.6,83.6
09-04-2019 15:10,10.577,10.705,10.193,9.599,8.816,7.699,1005.2,225,220.8,218,27.6,82.6
09-04-2019 15:20,9.944,10.082,9.771,9.246,8.45,7.522,1005.2,219.4,215.2,210.9,27.7,81.9
09-04-2019 15:30,9.476,9.624,9.327,9.008,8.509,7.48,1005.1,215.2,210.9,208.1,27.7,81.8
09-04-2019 15:40,9.361,9.477,9.116,8.704,7.924,6.839,1005,216.6,212.3,209.5,27.9,81.2
09-04-2019 15:50,9.123,9.252,8.878,8.432,7.548,6.603,1004.8,216.6,212.3,208.1,28.1,80.1
09-04-2019 16:00,9.609,9.729,9.327,8.834,8.226,7.196,1004.7,219.4,213.8,210.9,27.7,80.4
09-04-2019 16:10,9.278,9.401,8.888,8.121,7.005,6.111,1004.6,216.6,212.3,208.1,28,80.2
09-04-2019 16:20,9.503,9.636,9.067,8.435,7.275,6.312,1004.5,216.6,210.9,206.7,28.2,79
09-04-2019 16:30,9.927,10.058,9.403,8.668,7.777,6.696,1004.5,219.4,213.8,210.9,28.1,79.8
09-04-2019 16:40,10.665,10.803,10.191,9.302,7.976,6.679,1004.3,218,213.8,209.5,28,80.3
09-04-2019 16:50,10.792,10.92,10.353,9.545,7.944,6.576,1004.3,219.4,213.8,210.9,28,80.1
09-04-2019 17:00,10.792,10.945,10.358,9.601,8.438,7.042,1004.2,222.2,215.2,210.9,27.9,80
09-04-2019 17:10,11.113,11.266,10.735,9.758,8.416,7.36,1004.2,225,219.4,215.2,27.6,80.8
09-04-2019 17:20,11.461,11.612,10.971,10.128,8.932,7.674,1004.2,227.8,222.2,218,27.5,81.5
09-04-2019 17:30,11.481,11.619,11.017,9.782,8.209,7.304,1004.2,230.6,225,222.2,27.4,81.4
09-04-2019 17:40,11.285,11.43,10.907,9.729,8.285,7.463,1004.2,232,226.4,222.2,27.3,81.4
09-04-2019 17:50,11.241,11.359,10.833,9.775,8.391,7.483,1004.2,232,226.4,222.2,27.1,82
09-04-2019 18:00,10.795,10.93,10.277,9.192,7.936,6.959,1004.2,229.2,223.6,219.4,27.1,81.9
09-04-2019 18:10,10.366,10.487,9.918,8.878,7.334,6.41,1004.3,230.6,223.6,219.4,27.3,82
09-04-2019 18:20,9.9,10.038,9.499,8.989,7.759,6.812,1004.3,229.2,223.6,218,27.3,82.5
09-04-2019 18:30,9.942,10.07,9.44,8.815,7.491,6.211,1004.3,229.2,223.6,218,27.1,82.8
09-04-2019 18:40,10.106,10.229,9.882,9.337,8.131,6.944,1004.4,232,225,219.4,27.1,82.8
09-04-2019 18:50,10.535,10.656,10.451,9.971,8.219,7.392,1004.4,237.7,229.2,223.6,26.9,83.1
09-04-2019 19:00,10.895,11.006,10.64,10.723,8.529,7.37,1004.4,243.3,232,226.4,26.8,83.5
09-04-2019 19:10,11.069,11.168,10.458,10.272,7.86,6.709,1004.4,246.1,234.8,227.8,26.8,84.5
09-04-2019 19:20,11.067,11.148,10.338,9.714,7.184,6.084,1004.5,247.5,237.7,227.8,26.8,85
09-04-2019 19:30,10.866,10.945,10.335,9.481,7.162,5.925,1004.5,248.9,240.5,230.6,26.9,84.2
09-04-2019 19:40,9.969,10.019,9.452,8.91,7.314,6.317,1004.6,250.3,240.5,230.6,27,82.9
09-04-2019 19:50,9.015,9.053,8.901,8.006,6.297,5.626,1004.8,257.3,243.3,230.6,27.1,82.8
09-04-2019 20:00,8.601,8.597,8.211,7.651,6.304,5.613,1004.8,258.8,246.1,230.6,27.1,82.8
09-04-2019 20:10,8.628,8.646,8.233,7.533,6.112,5.312,1004.9,260.2,250.3,234.8,27.3,82.8
09-04-2019 20:20,9.175,9.176,8.594,7.83,5.962,5.19,1005,265.8,255.9,241.9,27.1,81.9
09-04-2019 20:30,9.736,9.715,9.165,8.484,6.066,5.253,1005.1,268.6,261.6,247.5,27.4,78.6
09-04-2019 20:40,10.219,10.19,9.7,8.587,5.985,4.999,1005.2,270,261.6,251.7,27.4,76.9
09-04-2019 20:50,10.434,10.418,9.788,8.276,5.611,4.66,1005.3,270,263,254.5,27.4,75.6
09-04-2019 21:00,10.121,10.112,9.369,7.425,4.893,4.195,1005.4,268.6,260.2,251.7,27.5,73
09-04-2019 21:10,9.584,9.57,8.668,6.519,4.116,3.372,1005.5,268.6,260.2,253.1,27.5,72
09-04-2019 21:20,10.126,10.131,9.143,7.577,5.22,4.347,1005.7,272.8,264.4,258.8,27.6,65.7
09-04-2019 21:30,10.025,9.989,9.06,7.374,5.311,4.538,1005.8,274.2,267.2,261.6,28,57.9
09-04-2019 21:40,10.204,10.124,9.163,7.117,5.048,4.254,1005.9,279.8,271.4,267.2,28.1,53.1
09-04-2019 21:50,10.01,9.903,8.876,7.249,5.041,4.139,1006,285.5,278.4,272.8,28.1,51.6
09-04-2019 22:00,9.756,9.658,8.69,7.002,4.95,4.281,1006,285.5,278.4,272.8,28,51.3
09-04-2019 22:10,9.996,9.874,8.908,7.141,5.033,4.281,1006.1,289.7,281.3,275.6,28,51
09-04-2019 22:20,9.672,9.59,8.567,6.953,4.876,4.05,1006.2,288.3,279.8,271.4,27.7,51.6
09-04-2019 22:30,9.449,9.364,8.511,6.904,4.947,4.136,1006.2,286.9,275.6,267.2,27.5,52.5
09-04-2019 22:40,9.498,9.403,8.974,7.073,4.844,3.945,1006.2,292.5,279.8,271.4,27.3,53.5
09-04-2019 22:50,9.165,9.053,8.579,6.798,4.778,3.945,1006.2,296.7,282.7,274.2,27,54.2
09-04-2019 23:00,8.503,8.416,8.16,6.338,4.52,3.825,1006.3,296.7,281.3,270,26.9,54.9
09-04-2019 23:10,8.329,8.23,8.189,6.803,4.583,3.658,1006.3,298.1,285.5,270,26.8,54.8
09-04-2019 23:20,8.449,8.345,7.89,6.977,4.775,3.832,1006.3,300.9,292.5,275.6,26.5,55.2
09-04-2019 23:30,7.856,7.754,7.301,6.289,4.143,3.303,1006.3,303.8,295.3,275.6,26.4,55.8
09-04-2019 23:40,7.388,7.298,6.953,6.252,4.352,3.166,1006.3,303.8,296.7,277,26.2,56.5
09-04-2019 23:50,7.445,7.357,7.036,6.563,4.63,3.477,1006.2,302.3,295.3,275.6,26,57
10-04-2019 00:00,7.655,7.583,6.997,6.659,4.458,3.555,1006.2,298.1,291.1,270,25.9,57.6
10-04-2019 00:10,7.849,7.754,7.412,6.808,4.485,3.472,1006.1,300.9,293.9,275.6,25.5,59.2
10-04-2019 00:20,7.494,7.401,7.345,6.801,4.645,3.609,1006.1,300.9,292.5,271.4,25.4,60.4
10-04-2019 00:30,7.369,7.313,6.973,6.833,4.618,3.71,1006.1,293.9,281.3,258.8,25.2,61.9
10-04-2019 00:40,6.986,6.941,6.747,6.455,4.468,3.526,1006.1,291.1,277,253.1,25.1,62.5
10-04-2019 00:50,6.932,6.87,6.806,6.538,4.861,3.751,1006,293.9,279.8,257.3,24.9,63.7
10-04-2019 01:00,6.379,6.308,7.144,6.874,5.068,4.038,1005.9,295.3,284.1,260.2,24.7,65.6
10-04-2019 01:10,6.07,6.049,7.218,6.889,4.817,3.896,1005.8,293.9,284.1,261.6,24.6,67.7
10-04-2019 01:20,5.54,5.468,7.12,7.193,4.758,3.852,1005.7,293.9,286.9,264.4,24.3,69.5
10-04-2019 01:30,4.7,4.671,6.612,7.22,4.849,3.835,1005.6,296.7,291.1,270,24.1,71
10-04-2019 01:40,4.136,4.093,5.95,7.058,4.935,3.938,1005.5,296.7,291.1,272.8,24.1,71.9
10-04-2019 01:50,4.229,4.223,5.763,7.051,4.937,3.955,1005.4,293.9,291.1,272.8,24,73.1
10-04-2019 02:00,4.371,4.348,5.759,6.715,4.527,3.56,1005.4,291.1,288.3,267.2,23.7,74.5
10-04-2019 02:10,4.482,4.468,6.038,6.57,4.141,3.345,1005.4,292.5,288.3,268.6,23.6,75.7
10-04-2019 02:20,3.803,3.762,5.273,6.904,4.925,3.818,1005.3,291.1,289.7,275.6,23.5,76.4
10-04-2019 02:30,3.595,3.549,5.14,6.957,4.728,3.671,1005.2,286.9,286.9,274.2,23.6,76.4
10-04-2019 02:40,3.396,3.38,4.971,6.943,4.647,3.791,1005.2,281.3,282.7,270,23.5,76.4
10-04-2019 02:50,3.249,3.238,4.932,6.945,4.497,3.553,1005.1,284.1,285.5,270,23.5,76.2
10-04-2019 03:00,3.303,3.299,4.692,6.808,4.274,3.403,1005,291.1,285.5,270,23.5,75.4
10-04-2019 03:10,3.327,3.306,4.745,6.497,3.789,2.891,1005,289.7,284.1,265.8,23.5,74.8
10-04-2019 03:20,3.281,3.257,4.358,6.409,4.146,3.384,1005,289.7,279.8,267.2,23.5,74.7
10-04-2019 03:30,3.426,3.402,4.422,6.575,3.88,3.132,1004.8,292.5,282.7,267.2,23.2,75.6
10-04-2019 03:40,3.644,3.627,4.446,6.786,4.116,3.19,1004.8,298.1,281.3,268.6,23,76.7
10-04-2019 03:50,3.97,3.941,4.481,6.727,4.193,3.362,1004.8,302.3,284.1,270,23,77.3
10-04-2019 04:00,3.443,3.426,4.157,6.695,4.19,3.222,1004.8,302.3,285.5,274.2,22.9,77.8
10-04-2019 04:10,2.83,2.814,3.806,6.472,3.662,2.774,1004.8,300.9,286.9,278.4,22.9,78.1
10-04-2019 04:20,2.975,2.946,3.47,6.154,3.455,2.499,1004.8,306.6,286.9,279.8,22.7,78.9
10-04-2019 04:30,2.982,2.939,2.977,4.995,2.804,1.924,1004.8,316.4,293.9,279.8,22.6,79.5
10-04-2019 04:40,3.948,3.882,3.622,5.546,3.177,2.193,1004.9,320.6,299.5,281.3,22.6,80
10-04-2019 04:50,4.014,3.943,3.71,5.936,2.895,1.963,1004.9,324.8,302.3,284.1,22.5,80.7
10-04-2019 05:00,3.553,3.505,3.065,5.032,1.803,1.022,1004.9,337.5,315,288.3,22.5,80.7
10-04-2019 05:10,3.751,3.701,2.759,4.128,2.465,1.588,1005,336.1,324.8,296.7,22.4,81.2
10-04-2019 05:20,3.381,3.333,2.629,4.14,2.415,1.683,1005.1,338.9,327.7,289.7,22.4,81.2
10-04-2019 05:30,1.833,1.919,1.616,2.993,1.444,0.75,1005.2,353,333.3,281.3,22.1,80.8
10-04-2019 05:40,1.164,1.216,0.929,2.324,1.609,0.799,1005.3,7,353,282.7,22.1,80.8
10-04-2019 05:50,2.009,2.027,2.616,3.373,1.607,0.872,1005.5,308,282.7,257.3,22,81.2
10-04-2019 06:00,2.154,2.189,3.208,3.797,1.99,1.039,1005.5,278.4,263,244.7,21.9,82.9
10-04-2019 06:10,1.776,1.794,2.965,4.189,2.179,1.291,1005.5,270,265.8,251.7,21.9,84.4
10-04-2019 06:20,1.747,1.775,2.778,3.816,1.83,1.007,1005.7,261.6,261.6,246.1,22,85.2
10-04-2019 06:30,1.737,1.762,2.688,3.412,1.875,0.907,1005.9,241.9,250.3,240.5,22,85.7
10-04-2019 06:40,3.327,3.363,3.936,3.929,2.548,1.605,1006.1,244.7,239.1,233.4,22.1,85.7
10-04-2019 06:50,3.337,3.387,3.585,3.552,2.236,1.191,1006.3,240.5,233.4,232,22.4,85.4
10-04-2019 07:00,3.129,3.176,3.328,3.373,1.801,0.826,1006.5,241.9,239.1,237.7,22.6,85
10-04-2019 07:10,3.673,3.711,3.811,3.706,2.17,1.117,1006.7,240.5,239.1,239.1,22.7,85.1
10-04-2019 07:20,4.609,4.647,4.63,4.382,2.533,1.51,1006.9,251.7,248.9,250.3,23,85.1
10-04-2019 07:30,3.778,3.811,3.772,3.368,1.329,0.926,1007,253.1,251.7,261.6,23,83.4
10-04-2019 07:40,3.475,3.505,3.212,2.491,0.734,0.924,1007.2,248.9,250.3,264.4,23.3,81.8
10-04-2019 07:50,3.649,3.669,3.495,2.599,1.277,0.89,1007.4,258.8,261.6,270,24,80.4
