Date/Time,100m_N Avg [m/s],100m_S Avg [m/s],80m Avg [m/s],50m Avg [m/s],20m Avg [m/s],10m Avg [m/s],Pressure 5m [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m
02-12-2018 17:40,4.35,4.275,3.893,3.811,3.087,,1006.4,129.4,126.6,123.8,26,62.6
02-12-2018 17:50,4.098,4.029,3.692,3.725,2.956,,1006.5,129.4,125.2,123.8,25.9,64.9
02-12-2018 18:00,3.845,3.782,3.491,3.492,2.833,,1006.6,128,125.2,123.8,25.9,65.6
02-12-2018 18:10,3.329,3.279,3.07,3.05,2.246,,1006.6,125.2,122.3,122.3,25.8,66.8
02-12-2018 18:20,3.209,3.159,2.955,2.974,2.086,,1006.7,125.2,123.8,123.8,25.7,67.3
02-12-2018 18:30,3.042,2.997,2.813,2.458,1.744,,1006.8,128,123.8,122.3,25.7,67.6
02-12-2018 18:40,2.472,2.451,2.342,2.377,1.828,,1006.9,128,125.2,123.8,25.5,66.9
02-12-2018 18:50,1.74,1.71,1.693,1.567,1.291,,1007,125.2,120.9,122.3,25.5,66.3
02-12-2018 19:00,1.789,1.789,1.732,1.338,0.841,,1007.1,105.5,101.3,99.8,25.5,67
02-12-2018 19:10,1.595,1.578,1.556,1.267,0.655,,1007.3,102.7,98.4,95.6,25.3,68.1
02-12-2018 19:20,1.699,1.698,1.649,1.346,0.763,,1007.4,104.1,97,94.2,25.2,68.5
02-12-2018 19:30,1.794,1.781,1.74,1.382,0.721,,1007.5,104.1,98.4,92.8,25.1,68.5
02-12-2018 19:40,1.527,1.529,1.507,1.191,0.701,,1007.7,95.6,90,83,24.9,68.7
02-12-2018 19:50,1.735,1.74,1.696,1.481,1.343,,1007.7,84.4,77.3,70.3,24.9,69.6
02-12-2018 20:00,2.15,2.161,2.078,1.829,1.771,,1007.9,77.3,70.3,60.5,24.7,69.1
02-12-2018 20:10,2.568,2.58,2.438,2.146,2.199,,1008,75.9,68.9,59.1,24.4,67.3
02-12-2018 20:20,2.752,2.759,2.587,2.259,2.386,,1008.1,74.5,68.9,50.6,24.3,67
02-12-2018 20:30,2.848,2.848,2.661,2.18,1.941,,1008.2,81.6,75.9,64.7,24.3,68.5
02-12-2018 20:40,3.017,3.032,2.825,2.22,1.712,,1008.3,78.8,73.1,64.7,24.7,68.5
02-12-2018 20:50,3.241,3.252,3.001,2.227,1.702,,1008.4,83,78.8,73.1,24.7,68.8
02-12-2018 21:00,3.083,3.09,2.876,2.092,1.732,,1008.3,81.6,77.3,68.9,24.6,70.1
02-12-2018 21:10,2.47,2.478,2.35,1.824,1.889,,1008.4,78.8,71.7,50.6,24.2,70.6
02-12-2018 21:20,2.023,2.036,1.967,1.387,1.503,,1008.4,77.3,68.9,38,23.8,71.2
02-12-2018 21:30,1.76,1.774,1.71,0.94,1.532,,1008.5,78.8,67.5,40.8,24,70.7
02-12-2018 21:40,1.645,1.651,1.605,0.808,1.687,,1008.5,83,68.9,36.6,24,69.7
02-12-2018 21:50,1.009,1.016,1.058,0.55,2.396,,1008.7,84.4,60.5,347.3,23.8,70.2
02-12-2018 22:00,0.923,0.918,0.997,0.648,2.312,,1008.6,77.3,56.3,355.8,23.5,70.8
02-12-2018 22:10,1.104,1.117,1.161,0.788,2.305,,1008.6,77.3,57.7,0,23.2,70.7
02-12-2018 22:20,1.571,1.58,1.566,1.078,2.595,,1008.5,61.9,38,354.4,23.1,71.3
02-12-2018 22:30,1.559,1.565,1.585,1.54,2.688,,1008.4,61.9,32.3,345.9,22.7,71.7
02-12-2018 22:40,1.239,1.259,1.348,1.846,2.297,,1008.5,54.8,19.7,340.3,22.6,72.3
02-12-2018 22:50,1.249,1.266,1.379,2.33,2.568,,1008.5,35.2,8.4,343.1,22.6,71.8
02-12-2018 23:00,1.843,1.85,1.911,3.752,3.16,,1008.5,2.8,347.3,336.1,22.5,70.9
02-12-2018 23:10,2.379,2.441,2.318,3.988,3.197,,1008.5,348.8,338.9,338.9,22.4,69.6
02-12-2018 23:20,3.115,3.174,2.886,4.557,3.428,,1008.5,345.9,344.5,341.7,22,68.8
02-12-2018 23:30,3.191,3.25,2.923,4.088,3.084,,1008.4,345.9,345.9,343.1,21.8,68.5
02-12-2018 23:40,2.735,2.823,2.585,3.528,3.16,,1008.4,351.6,348.8,341.7,21.8,67.7
02-12-2018 23:50,2.7,2.647,2.489,3.062,3.293,,1008.4,354.4,345.9,344.5,22,66
03-12-2018 00:00,3.113,2.904,2.756,2.615,3.642,,1008.3,358.6,351.6,350.2,22.1,65.1
03-12-2018 00:10,3.457,3.218,3.026,2.544,3.539,,1008.3,0,358.6,350.2,21.9,65.6
03-12-2018 00:20,3.668,3.713,3.295,2.117,2.983,,1008.2,5.6,0,354.4,21.5,66.3
03-12-2018 00:30,3.729,3.797,3.354,2.156,2.937,,1008.2,9.8,1.4,355.8,21.3,66.5
03-12-2018 00:40,3.57,3.645,3.244,2.21,3.404,,1008.1,14.1,4.2,355.8,21.3,65.9
03-12-2018 00:50,3.857,3.939,3.491,2.615,3.281,,1008,12.7,2.8,351.6,21.3,64.8
03-12-2018 01:00,3.572,3.642,3.246,2.431,1.97,,1008,14.1,4.2,355.8,21.4,63.1
03-12-2018 01:10,3.511,3.581,3.197,3.138,1.887,,1008,22.5,9.8,1.4,21.6,62
03-12-2018 01:20,3.823,3.902,3.445,3.077,2.157,,1008,26.7,16.9,1.4,21.3,63.4
03-12-2018 01:30,4.183,4.255,3.729,3.197,1.759,,1007.7,33.8,25.3,9.8,21.1,63.7
03-12-2018 01:40,4.891,4.976,4.268,4.093,2.014,,1007.7,38,30.9,19.7,20.9,64.7
03-12-2018 01:50,5.058,5.147,4.442,4.15,1.727,,1007.7,36.6,26.7,14.1,20.7,66.8
03-12-2018 02:00,5.487,5.579,4.682,4.604,1.641,,1007.7,42.2,32.3,18.3,20.7,67
03-12-2018 02:10,5.586,5.694,4.866,4.611,2.46,,1007.6,32.3,19.7,8.4,20.4,66.8
03-12-2018 02:20,5.986,6.101,5.216,4.597,2.774,,1007.5,23.9,16.9,9.8,20.3,67.7
03-12-2018 02:30,6.568,6.712,5.675,4.462,2.553,,1007.5,21.1,12.7,5.6,20.5,65.8
03-12-2018 02:40,6.71,6.854,5.809,3.853,2.533,,1007.5,22.5,14.1,7,20.5,64.3
03-12-2018 02:50,6.813,6.957,5.814,3.644,2.755,,1007.4,21.1,11.3,8.4,20.4,63.4
03-12-2018 03:00,7.169,7.33,6.094,3.806,2.135,,1007.4,19.7,11.3,8.4,20.2,64.5
03-12-2018 03:10,7.744,7.918,6.49,4.29,2.275,,1007.4,21.1,11.3,8.4,19.9,64.2
03-12-2018 03:20,7.646,7.805,6.356,4.94,2.415,,1007.4,25.3,15.5,8.4,20,62.5
03-12-2018 03:30,7.25,7.386,6.096,5.576,3.153,,1007.3,30.9,19.7,9.8,20.2,61
03-12-2018 03:40,6.99,7.124,5.873,4.96,2.334,,1007.4,36.6,22.5,8.4,20.2,60.7
03-12-2018 03:50,6.671,6.783,5.66,4.884,2.285,,1007.5,40.8,25.3,7,20.2,59.7
03-12-2018 04:00,6.609,6.712,5.704,5.095,2.319,,1007.5,39.4,26.7,7,20,59.2
03-12-2018 04:10,6.519,6.65,5.633,5.161,2.501,,1007.5,38,23.9,7,19.7,59.6
03-12-2018 04:20,6.546,6.67,5.675,5.117,2.526,,1007.4,39.4,26.7,9.8,19.6,60.4
03-12-2018 04:30,6.794,6.913,5.863,5.149,3.035,,1007.3,38,25.3,12.7,19.7,60.5
03-12-2018 04:40,6.671,6.793,5.775,4.768,2.226,,1007.4,38,23.9,8.4,20,59.9
03-12-2018 04:50,6.575,6.709,5.724,4.783,2.273,,1007.5,36.6,23.9,7,20.2,59.8
03-12-2018 05:00,6.293,6.408,5.505,4.722,2.132,,1007.6,36.6,23.9,7,20,60.1
03-12-2018 05:10,6.177,6.297,5.444,4.717,2.713,,1007.6,36.6,22.5,5.6,19.7,61.2
03-12-2018 05:20,6.541,6.65,5.721,4.842,2.425,,1007.7,36.6,23.9,8.4,19.4,62.4
03-12-2018 05:30,6.609,6.736,5.773,4.825,2.484,,1007.6,38,26.7,9.8,19.4,63
03-12-2018 05:40,6.533,6.665,5.746,4.791,2.614,,1007.6,38,23.9,8.4,19.4,62.7
03-12-2018 05:50,6.747,6.873,5.902,5.102,2.659,,1007.7,33.8,19.7,7,19.7,62
03-12-2018 06:00,6.494,6.633,5.699,4.955,2.58,,1007.8,30.9,18.3,7,19.6,62
03-12-2018 06:10,6.6,6.729,5.77,5.186,2.629,,1007.9,35.2,19.7,7,19.6,62.1
03-12-2018 06:20,6.646,6.783,5.826,4.999,2.883,,1008,38,22.5,8.4,19.6,62.4
03-12-2018 06:30,6.558,6.677,5.763,4.8,2.371,,1008.1,36.6,22.5,8.4,19.6,62.7
03-12-2018 06:40,6.501,6.616,5.684,4.69,2.383,,1008.3,36.6,22.5,7,19.4,63.1
03-12-2018 06:50,6.808,6.935,5.978,4.928,2.811,,1008.4,38,23.9,8.4,19.4,63.5
03-12-2018 07:00,6.875,7.016,6,4.921,2.693,,1008.5,39.4,25.3,8.4,19.4,63.6
03-12-2018 07:10,7.091,7.219,6.189,4.953,2.671,,1008.6,39.4,25.3,8.4,19.3,64.3
03-12-2018 07:20,7.29,7.415,6.334,4.818,2.433,,1008.8,39.4,23.9,8.4,19.2,64.7
03-12-2018 07:30,7.201,7.354,6.282,4.953,2.686,,1009,38,22.5,5.6,19.1,65.3
03-12-2018 07:40,7.01,7.155,6.165,4.842,2.523,,1009.2,36.6,23.9,5.6,19.1,65.7
03-12-2018 07:50,7.282,7.423,6.351,4.756,2.622,,1009.3,42.2,28.1,8.4,19.1,65.7
03-12-2018 08:00,7.216,7.376,6.263,4.761,2.536,,1009.4,42.2,26.7,8.4,19.3,65.2
03-12-2018 08:10,7.01,7.146,6.086,4.68,2.499,,1009.6,42.2,28.1,7,19.4,64.9
03-12-2018 08:20,7.194,7.312,6.201,4.683,2.373,,1009.7,45,29.5,9.8,19.4,64.9
03-12-2018 08:30,7.395,7.518,6.378,4.574,2.501,,1009.8,49.2,32.3,16.9,19.7,64.8
03-12-2018 08:40,7.545,7.663,6.432,4.599,2.553,,1009.9,47.8,32.3,15.5,20,63.5
03-12-2018 08:50,6.993,7.097,6.032,4.275,2.366,,1010,43.6,29.5,15.5,20.5,62.7
03-12-2018 09:00,7.032,7.121,5.954,4.233,2.393,,1010.1,45,30.9,18.3,21,61.6
03-12-2018 09:10,6.651,6.756,5.67,4.533,2.853,,1010.3,40.8,29.5,16.9,21.9,59.6
03-12-2018 09:20,6.501,6.606,5.508,4.754,3.576,,1010.4,43.6,33.8,22.5,22.5,57.3
03-12-2018 09:30,6.698,6.797,5.591,5.129,4.014,,1010.5,47.8,36.6,26.7,23,55.8
03-12-2018 09:40,6.425,6.535,5.422,4.985,4.203,,1010.6,49.2,42.2,32.3,23.2,55.9
03-12-2018 09:50,5.684,5.78,4.915,4.901,4.402,,1010.6,50.6,43.6,38,23.5,55.8
03-12-2018 10:00,5.73,5.805,4.856,5.223,4.739,,1010.5,52,45,36.6,23.8,55.4
03-12-2018 10:10,5.281,5.292,4.496,4.768,4.294,,1010.5,53.4,45,40.8,24.3,55.1
03-12-2018 10:20,5.794,5.871,4.864,4.95,4.518,,1010.4,54.8,47.8,40.8,24.8,54.7
03-12-2018 10:30,5.055,5.108,4.374,4.916,4.646,,1010.4,56.3,49.2,40.8,24.9,54.8
03-12-2018 10:40,4.861,4.934,4.182,4.872,4.55,,1010.3,50.6,40.8,33.8,25.1,54.8
03-12-2018 10:50,4.876,4.944,4.17,4.972,4.602,,1010.3,46.4,40.8,36.6,25.5,54.8
03-12-2018 11:00,4.861,4.919,4.163,4.67,4.154,,1010.2,49.2,43.6,40.8,26,55.3
03-12-2018 11:10,5.055,5.071,4.285,4.859,4.606,,1010,57.7,53.4,52,26.4,55.3
03-12-2018 11:20,4.881,4.954,4.168,4.646,4.469,,1010,57.7,53.4,49.2,26.6,54.7
03-12-2018 11:30,4.795,4.846,4.138,4.906,4.774,,1009.8,63.3,59.1,60.5,26.6,54.1
03-12-2018 11:40,4.748,4.809,3.979,4.695,4.528,,1009.5,64.7,61.9,57.7,26.9,52.7
03-12-2018 11:50,4.181,4.218,3.567,4.196,4.016,,1009.4,61.9,59.1,59.1,27.3,51.5
03-12-2018 12:00,4.503,4.517,3.746,4.412,4.228,,1009.2,64.7,57.7,54.8,27.4,50.8
03-12-2018 12:10,4.314,4.346,3.555,4.152,4.149,,1009,66.1,61.9,54.8,27.6,50
03-12-2018 12:20,4.198,4.206,3.465,4.236,4.031,,1008.8,78.8,78.8,77.3,27.7,49.9
03-12-2018 12:30,4.154,4.194,3.455,4.012,3.8,,1008.6,81.6,81.6,84.4,28,50.3
03-12-2018 12:40,3.874,3.863,3.266,3.848,3.701,,1008.5,78.8,81.6,87.2,28,51.5
03-12-2018 12:50,4.149,4.147,3.523,3.759,3.303,,1008.3,84.4,84.4,91.4,28,53.8
03-12-2018 13:00,3.943,3.98,3.332,3.73,3.564,,1008.1,85.8,87.2,92.8,28.1,52.4
03-12-2018 13:10,3.918,3.9,3.303,4.11,4.174,,1007.9,92.8,92.8,91.4,27.6,54.6
03-12-2018 13:20,4.056,4.074,3.469,4.344,4.115,,1007.8,90,88.6,91.4,27.4,55.9
03-12-2018 13:30,3.894,3.88,3.359,3.966,3.945,,1007.6,87.2,88.6,90,27.6,55.5
03-12-2018 13:40,3.847,3.824,3.286,4.044,3.701,,1007.4,91.4,90,92.8,27.9,54.4
03-12-2018 13:50,3.597,3.576,3.06,3.867,3.898,,1007.3,95.6,95.6,95.6,27.9,51.8
03-12-2018 14:00,4.125,4.105,3.438,4.174,3.524,,1007.2,99.8,101.3,105.5,27.7,53
03-12-2018 14:10,4.441,4.402,3.68,4.486,3.933,,1007,102.7,104.1,109.7,27.7,53.8
03-12-2018 14:20,4.35,4.378,3.768,4.484,4.09,,1006.9,97,99.8,106.9,27.5,57.5
03-12-2018 14:30,4.652,4.633,4.05,4.805,4.341,,1006.9,102.7,102.7,111.1,27.5,58.7
03-12-2018 14:40,4.621,4.566,3.969,4.557,4.169,,1006.9,106.9,108.3,112.5,27.3,60.1
03-12-2018 14:50,4.338,4.307,3.751,4.435,3.815,,1006.8,104.1,105.5,109.7,27.3,59.4
03-12-2018 15:00,4.355,4.277,3.759,4.199,3.817,,1006.6,104.1,102.7,106.9,27.4,60.1
03-12-2018 15:10,4.638,4.586,3.959,4.633,3.96,,1006.5,108.3,106.9,109.7,27.1,61
03-12-2018 15:20,5.001,4.951,4.283,4.651,3.596,,1006.5,112.5,111.1,111.1,27.3,60.9
03-12-2018 15:30,4.554,4.495,3.913,4.601,3.65,,1006.4,109.7,111.1,112.5,27.3,60.4
03-12-2018 15:40,4.871,4.814,4.187,4.926,3.903,,1006.4,111.1,111.1,112.5,27.3,61.3
03-12-2018 15:50,5.559,5.481,4.785,4.874,3.763,,1006.3,115.3,115.3,113.9,27.1,64
03-12-2018 16:00,5.696,5.616,4.925,4.702,3.615,,1006.3,120.9,119.5,116.7,27,67.3
03-12-2018 16:10,5.463,5.378,4.753,4.803,3.468,,1006.4,119.5,118.1,115.3,27,68
03-12-2018 16:20,5.399,5.307,4.756,4.462,3.431,,1006.5,122.3,119.5,116.7,27,68.5
03-12-2018 16:30,5.578,5.498,4.942,4.82,3.62,,1006.6,120.9,118.1,115.3,26.8,69.8
03-12-2018 16:40,5.748,5.655,5.143,5.088,3.837,,1006.6,123.8,118.1,115.3,26.6,70.7
03-12-2018 16:50,5.954,5.863,5.211,5.338,3.906,,1006.7,122.3,118.1,113.9,26.5,71.2
03-12-2018 17:00,5.681,5.594,5.087,4.886,3.561,,1006.9,120.9,116.7,112.5,26.4,71.8
03-12-2018 17:10,5.436,5.356,4.868,4.685,3.369,,1006.9,119.5,113.9,111.1,26.4,72
03-12-2018 17:20,5.124,5.049,4.599,4.496,3.424,,1007.1,119.5,113.9,109.7,26.2,72.9
03-12-2018 17:30,4.979,4.915,4.489,4.385,3.126,,1007.3,119.5,115.3,111.1,26.2,73.4
03-12-2018 17:40,4.643,4.588,4.229,4.007,3.037,,1007.4,116.7,112.5,108.3,26,74.7
03-12-2018 17:50,4.589,4.525,4.163,3.98,3.03,,1007.4,116.7,112.5,109.7,25.8,74.7
03-12-2018 18:00,4.606,4.554,4.209,4.101,2.983,,1007.5,115.3,111.1,106.9,25.7,76.4
03-12-2018 18:10,4.652,4.596,4.224,4.14,3.037,,1007.6,115.3,111.1,106.9,25.4,77
03-12-2018 18:20,5.036,4.976,4.574,4.439,3.215,,1007.6,113.9,109.7,105.5,25.4,77.8
03-12-2018 18:30,4.959,4.902,4.513,4.469,3.278,,1007.7,111.1,106.9,104.1,25.4,77.9
03-12-2018 18:40,4.751,4.696,4.344,4.236,2.745,,1007.8,111.1,106.9,102.7,25.4,77.4
03-12-2018 18:50,4.702,4.657,4.315,4.066,3.055,,1007.9,106.9,102.7,98.4,25.4,77.3
03-12-2018 19:00,4.601,4.557,4.234,3.934,2.74,,1008,104.1,99.8,95.6,25.4,77.4
03-12-2018 19:10,4.571,4.537,4.231,3.612,2.708,,1008,98.4,97,92.8,25.3,77.9
03-12-2018 19:20,4.704,4.679,4.369,3.668,2.583,,1008.2,99.8,95.6,91.4,25.3,78.5
03-12-2018 19:30,4.775,4.731,4.442,3.479,2.595,,1008.4,99.8,97,92.8,25.2,80
03-12-2018 19:40,5.107,5.067,4.768,3.349,2.526,,1008.5,97,98.4,95.6,25.2,81.4
03-12-2018 19:50,4.554,4.537,4.351,3.008,2.334,,1008.8,95.6,92.8,88.6,25.2,82.4
03-12-2018 20:00,4.137,4.147,4.028,2.858,1.862,,1008.9,85.8,81.6,73.1,24.9,82.3
03-12-2018 20:10,4.075,4.074,3.964,2.868,2.019,,1009,78.8,70.3,60.5,24.7,82.8
03-12-2018 20:20,3.717,3.74,3.651,2.318,1.746,,1009.2,73.1,63.3,42.2,24.3,83.1
03-12-2018 20:30,3.516,3.542,3.465,2.333,1.471,,1009.3,71.7,63.3,35.2,24.1,83.1
03-12-2018 20:40,3.714,3.757,3.714,2.568,1.451,,1009.5,70.3,60.5,35.2,23.8,83.1
03-12-2018 20:50,4.269,4.282,4.111,2.392,1.409,,1009.6,73.1,66.1,38,23.5,83
03-12-2018 21:00,4.331,4.343,4.158,2.355,1.409,,1009.7,78.8,71.7,43.6,23,83.3
03-12-2018 21:10,3.869,3.89,3.817,2.281,2.619,,1009.7,74.5,64.7,28.1,22.7,83.4
03-12-2018 21:20,4.046,4.059,3.928,2.414,1.498,,1009.7,75.9,64.7,26.7,22.4,83.3
03-12-2018 21:30,4.117,4.115,4.023,2.315,1.508,,1009.8,80.2,67.5,30.9,22.4,83.1
03-12-2018 21:40,3.842,3.873,3.852,2.458,1.2,,1009.9,78.8,64.7,23.9,22.2,82.8
03-12-2018 21:50,4.093,4.105,4.055,2.6,1.712,,1009.9,78.8,63.3,26.7,22.2,82.3
03-12-2018 22:00,4.127,4.145,4.143,3.384,2.113,,1009.9,74.5,56.3,22.5,22.4,81.7
03-12-2018 22:10,3.714,3.74,3.81,3.342,2.007,,1010,66.1,46.4,23.9,22.2,81.2
03-12-2018 22:20,4.053,4.093,4.089,3.484,2.192,,1010,71.7,50.6,28.1,22.4,79.7
03-12-2018 22:30,4.149,4.159,4.067,3.519,2.118,,1010,75.9,56.3,30.9,22.5,77.6
03-12-2018 22:40,4.264,4.277,4.013,3.759,2.986,,1010,75.9,53.4,29.5,22.6,73.2
03-12-2018 22:50,4.274,4.282,3.937,3.725,3.02,,1010.1,75.9,53.4,29.5,22.7,69.1
03-12-2018 23:00,4.456,4.473,4.028,3.627,2.846,,1010.2,77.3,60.5,35.2,23,65.4
03-12-2018 23:10,4.738,4.753,4.234,3.57,2.415,,1010.1,74.5,54.8,28.1,23.1,65.3
03-12-2018 23:20,4.296,4.314,3.864,3.226,1.96,,1010.1,73.1,50.6,23.9,23,66.5
03-12-2018 23:30,4.304,4.331,3.947,3.145,1.663,,1010,68.9,47.8,18.3,22.4,73.6
03-12-2018 23:40,4.439,4.463,4.106,3.293,2.192,,1010,67.5,46.4,22.5,21.8,76.7
03-12-2018 23:50,5.264,5.309,4.792,3.654,2.541,,1009.8,70.3,57.7,29.5,21.5,76.5
04-12-2018 00:00,5.669,5.699,5.064,3.612,2.189,,1009.8,71.7,57.7,29.5,21.6,74.2
04-12-2018 00:10,5.225,5.263,4.704,3.772,2.366,,1009.8,63.3,47.8,22.5,21.6,73.4
04-12-2018 00:20,4.731,4.807,4.371,3.789,2.371,,1009.8,46.4,28.1,11.3,21.1,75.3
04-12-2018 00:30,5.144,5.196,4.743,3.985,2.152,,1009.7,42.2,26.7,11.3,20.8,76.9
04-12-2018 00:40,5.156,5.258,4.805,4.029,2.327,,1009.6,39.4,26.7,11.3,20.7,77.1
04-12-2018 00:50,5.502,5.584,5.037,4.253,3.033,,1009.4,45,33.8,21.1,20.8,75.6
04-12-2018 01:00,5.799,5.912,5.268,4.317,2.777,,1009.3,45,33.8,21.1,21.1,73.6
04-12-2018 01:10,5.927,6.025,5.317,4.489,3.018,,1009.3,46.4,36.6,22.5,21.5,69.7
04-12-2018 01:20,5.971,6.06,5.314,4.255,2.961,,1009.3,47.8,36.6,21.1,21.9,67.4
04-12-2018 01:30,6.192,6.283,5.471,4.309,2.868,,1009.3,53.4,40.8,23.9,21.6,68
04-12-2018 01:40,6.629,6.707,5.829,4.275,2.634,,1009.2,56.3,43.6,25.3,21.5,69.5
04-12-2018 01:50,7.108,7.173,6.218,4.395,2.664,,1009.2,60.5,46.4,26.7,21.3,69.8
04-12-2018 02:00,7.395,7.469,6.405,4.503,2.698,,1009.2,63.3,50.6,28.1,21.1,69.6
04-12-2018 02:10,7.474,7.548,6.481,4.896,2.762,,1009.1,64.7,54.8,35.2,21.3,68.1
04-12-2018 02:20,7.523,7.607,6.532,5.122,3.087,,1009,64.7,54.8,36.6,21.4,66.9
04-12-2018 02:30,7.842,7.92,6.733,5.262,3.451,,1009,63.3,54.8,36.6,21.6,64.7
04-12-2018 02:40,7.972,8.05,6.797,5.235,3.61,,1008.8,63.3,53.4,38,21.8,63.6
04-12-2018 02:50,8.058,8.141,6.882,5.375,3.687,,1008.8,60.5,50.6,35.2,21.9,62.9
04-12-2018 03:00,8.417,8.497,7.157,5.461,3.601,,1008.6,61.9,52,38,21.9,62.6
04-12-2018 03:10,8.439,8.506,7.14,5.412,3.578,,1008.6,63.3,53.4,39.4,22,62.5
04-12-2018 03:20,8.397,8.479,7.096,5.287,3.463,,1008.6,60.5,49.2,33.8,22,62.1
04-12-2018 03:30,8.016,8.117,6.868,5.125,2.976,,1008.6,57.7,45,28.1,22,62.4
04-12-2018 03:40,7.714,7.812,6.652,5.147,2.826,,1008.5,57.7,46.4,29.5,21.8,63.6
04-12-2018 03:50,7.196,7.285,6.253,5.407,3.389,,1008.5,53.4,42.2,25.3,21.6,64.1
04-12-2018 04:00,7.032,7.138,6.145,5.304,2.951,,1008.4,50.6,39.4,23.9,21.5,64.6
04-12-2018 04:10,6.72,6.822,5.905,4.899,2.555,,1008.4,49.2,36.6,21.1,21.4,64.5
04-12-2018 04:20,6.526,6.623,5.738,4.545,2.46,,1008.4,47.8,35.2,19.7,21.4,64.2
04-12-2018 04:30,6.6,6.699,5.819,4.43,2.329,,1008.5,47.8,35.2,21.1,21.3,64.1
04-12-2018 04:40,6.661,6.773,5.844,4.545,2.642,,1008.5,49.2,36.6,21.1,21.4,63.8
04-12-2018 04:50,6.87,6.972,5.978,4.562,2.669,,1008.5,49.2,38,21.1,21.3,64.1
04-12-2018 05:00,6.889,7.001,6.022,4.484,2.548,,1008.5,49.2,36.6,19.7,21.1,64.5
04-12-2018 05:10,6.715,6.824,5.893,4.125,2.445,,1008.5,47.8,32.3,16.9,20.9,65.3
04-12-2018 05:20,6.627,6.734,5.785,4.191,2.715,,1008.5,45,29.5,15.5,20.8,65.6
04-12-2018 05:30,6.543,6.648,5.76,4.307,2.634,,1008.5,45,29.5,12.7,20.7,65.6
04-12-2018 05:40,6.413,6.523,5.665,4.491,2.251,,1008.6,42.2,25.3,8.4,20.8,64.9
04-12-2018 05:50,6.271,6.383,5.554,4.601,2.219,,1008.8,40.8,25.3,7,20.7,64.9
04-12-2018 06:00,6.236,6.344,5.537,4.611,2.216,,1008.9,42.2,26.7,7,20.5,65.3
04-12-2018 06:10,6.253,6.361,5.564,4.901,2.575,,1009,40.8,26.7,8.4,20.4,65.6
04-12-2018 06:20,6.779,6.905,5.973,4.729,3.124,,1008.9,45,29.5,14.1,20.5,64.8
04-12-2018 06:30,6.931,7.035,6.062,4.376,2.472,,1009.1,49.2,33.8,16.9,20.8,63.8
04-12-2018 06:40,6.875,6.984,6.037,4.295,2.017,,1009.2,50.6,33.8,12.7,20.7,63.8
04-12-2018 06:50,6.769,6.873,5.976,4.4,2.15,,1009.3,49.2,33.8,14.1,20.5,64
04-12-2018 07:00,6.924,7.021,6.067,4.216,2.056,,1009.4,50.6,35.2,15.5,20.5,64
04-12-2018 07:10,6.988,7.082,6.125,4.317,2.16,,1009.5,50.6,35.2,16.9,20.4,64.2
04-12-2018 07:20,7.118,7.229,6.233,4.422,2.423,,1009.8,49.2,32.3,16.9,20.4,64.3
04-12-2018 07:30,7.484,7.58,6.527,4.525,2.91,,1009.9,50.6,35.2,21.1,20.5,64.6
04-12-2018 07:40,7.577,7.685,6.635,4.67,2.479,,1010,52,38,22.5,20.4,65.1
04-12-2018 07:50,7.479,7.589,6.561,4.881,2.612,,1010.2,49.2,36.6,19.7,20.4,65.6
04-12-2018 08:00,7.832,7.925,6.838,5.075,3.018,,1010.2,50.6,39.4,22.5,20.7,65.4
04-12-2018 08:10,8.296,8.403,7.196,6.205,3.291,,1010.3,53.4,43.6,22.5,20.9,65.6
04-12-2018 08:20,8.343,8.465,7.208,6.139,4.11,,1010.5,49.2,38,19.7,21.4,63.8
04-12-2018 08:30,7.786,7.913,6.806,5.034,3.072,,1010.7,45,30.9,18.3,21.6,63.2
04-12-2018 08:40,7.265,7.371,6.361,4.874,3.269,,1010.8,38,26.7,16.9,21.8,63.2
04-12-2018 08:50,7.182,7.307,6.316,5.078,3.547,,1011,39.4,29.5,16.9,22.1,62.6
04-12-2018 09:00,7.493,7.631,6.564,5.206,4.363,,1011.2,45,32.3,18.3,22.6,61
04-12-2018 09:10,7.447,7.584,6.512,5.321,4.169,,1011.4,43.6,32.3,18.3,22.9,61
04-12-2018 09:20,7.245,7.361,6.314,5.778,4.84,,1011.4,43.6,33.8,23.9,23.1,60.4
04-12-2018 09:30,6.821,6.866,5.971,5.5,4.474,,1011.4,49.2,39.4,29.5,23.2,60.5
04-12-2018 09:40,6.428,6.491,5.64,5.36,4.429,,1011.6,53.4,45,35.2,23.5,60.2
04-12-2018 09:50,6.398,6.496,5.65,5.537,4.749,,1011.5,53.4,45,38,23.8,59.7
04-12-2018 10:00,6.45,6.508,5.643,5.179,4.545,,1011.5,52,43.6,38,24.1,59.2
04-12-2018 10:10,5.649,5.743,5.001,5.046,4.658,,1011.5,50.6,43.6,35.2,24.6,58.6
04-12-2018 10:20,5.175,5.255,4.621,4.81,4.427,,1011.5,52,43.6,33.8,24.9,57.9
04-12-2018 10:30,5.188,5.273,4.636,4.788,4.589,,1011.5,52,46.4,42.2,25.4,57.7
04-12-2018 10:40,5.799,5.873,5.074,5.171,4.828,,1011.5,54.8,49.2,47.8,25.7,57.6
04-12-2018 10:50,5.338,5.353,4.692,5.387,5.147,,1011.4,63.3,57.7,52,25.9,57.9
